"[3, 17, 37]","[0, 522]"
"[24, 13, 16]","[536, 522]"
"[23, 13, 17]","[536, 522]"
"[23, 13, 16]","[536, 522]"
"[24, 13, 16]","[536, 522]"
"[24, 13, 16]","[536, 522]"
"[23, 13, 16]","[536, 1023]"
"[23, 13, 16]","[536, 1023]"
"[23, 13, 18]","[536, 1023]"
"[23, 13, 20]","[536, 1023]"
"[23, 13, 17]","[536, 1023]"
"[23, 13, 18]","[536, 1023]"
"[22, 13, 16]","[536, 1023]"
"[21, 13, 17]","[536, 1023]"
"[21, 13, 17]","[536, 1023]"
"[21, 13, 22]","[536, 1023]"
"[20, 14, 16]","[536, 1023]"
"[19, 14, 16]","[536, 1023]"
"[19, 14, 18]","[536, 1023]"
"[18, 14, 15]","[536, 1023]"
"[17, 15, 18]","[536, 1023]"
"[16, 14, 16]","[536, 1023]"
"[16, 15, 37]","[536, 1023]"
"[15, 16, 13]","[536, 1023]"
"[15, 16, 16]","[536, 1023]"
"[13, 15, 14]","[536, 1023]"
"[13, 15, 15]","[536, 1023]"
"[12, 17, 14]","[536, 1023]"
"[11, 17, 15]","[536, 1023]"
"[11, 16, 16]","[536, 1023]"
"[10, 15, 15]","[536, 1023]"
"[16, 53, 4]","[1023, 522]"
"[17, 53, 4]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 4]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[17, 53, 3]","[1023, 522]"
"[18, 53, 3]","[1023, 522]"
